ORDER_ID,PRACTICE_ID,PRODUCT,ORDER_DATE,QUANTITY,REVENUE,TERRITORY
ORD00395,P0034,SKINPEN,2025-08-01,6,3047.85,Southeast
ORD00396,P0034,SKINPEN,2026-03-22,9,4386.2,Southeast
ORD00397,P0034,RHA3,2026-01-01,1,923.73,Southeast
ORD00398,P0034,SKINPEN,2025-08-05,3,3041.37,Southeast
ORD00399,P0035,RHA4,2025-08-23,1,1463.98,Southwest
ORD00400,P0035,SKINPEN,2025-07-09,7,8550.82,Southwest
ORD00401,P0035,SKINPEN,2025-12-22,7,5115.16,Southwest
ORD00402,P0035,RHA4,2026-01-01,3,3542.22,Southwest
ORD00403,P0035,RHA2,2025-10-04,4,2363.83,Southwest
ORD00404,P0035,RHA2,2025-06-06,8,11113.31,Southwest
ORD00405,P0035,RHA4,2025-08-20,7,6471.31,Southwest
ORD00406,P0035,RHA4,2026-03-27,4,2125.98,Southwest
ORD00407,P0035,SKINPEN,2025-12-16,2,2797.79,Southwest
ORD00408,P0035,DAXXIFY,2025-11-26,9,10277.64,Southwest
ORD00409,P0035,DAXXIFY,2026-02-26,5,3451.59,Southwest
ORD00410,P0035,RHA_REDENSITY,2025-07-29,1,1335.71,Southwest
ORD00411,P0035,RHA_REDENSITY,2026-02-27,9,4339.09,Southwest
ORD00412,P0035,RHA3,2026-02-17,5,7220.63,Southwest
ORD00413,P0036,RHA2,2026-02-15,2,2341.89,Northeast
ORD00414,P0037,SKINPEN,2026-01-30,10,11148.99,Southeast
ORD00415,P0037,RHA2,2025-11-12,9,5562.9,Southeast
ORD00416,P0037,RHA4,2026-01-10,8,7149.96,Southeast
ORD00417,P0037,RHA3,2025-12-02,5,3337.69,Southeast
ORD00418,P0037,RHA4,2025-09-22,2,2487.32,Southeast
ORD00419,P0037,RHA3,2025-10-06,4,2727.67,Southeast
ORD00420,P0037,DAXXIFY,2025-11-04,10,13233.1,Southeast
ORD00421,P0037,DAXXIFY,2026-03-21,5,4596.53,Southeast
ORD00422,P0037,RHA_REDENSITY,2025-08-08,7,4086.25,Southeast
ORD00423,P0037,RHA3,2026-02-23,4,2775.17,Southeast
ORD00424,P0037,RHA4,2026-01-29,9,9458.91,Southeast
ORD00425,P0037,RHA3,2025-06-18,5,5961.84,Southeast
ORD00426,P0037,SKINPEN,2025-09-26,8,6392.62,Southeast
ORD00427,P0037,RHA2,2025-12-05,3,3409.22,Southeast
ORD00428,P0037,RHA2,2025-09-26,9,13386.79,Southeast
ORD00429,P0037,RHA_REDENSITY,2026-05-04,1,1290.79,Southeast
ORD00430,P0038,DAXXIFY,2025-06-26,1,736.11,West
ORD00431,P0038,RHA2,2025-07-16,2,2238.64,West
ORD00432,P0038,RHA2,2026-05-30,9,7135.31,West
ORD00433,P0039,SKINPEN,2025-07-22,10,13865.77,West
ORD00434,P0039,RHA4,2025-07-01,1,208.6,West
ORD00435,P0040,DAXXIFY,2025-11-05,1,888.24,Southwest
ORD00436,P0040,RHA_REDENSITY,2026-01-14,5,1111.43,Southwest
ORD00437,P0040,SKINPEN,2025-06-11,7,8736.13,Southwest
ORD00438,P0040,DAXXIFY,2026-03-04,2,1763.4,Southwest
ORD00439,P0040,RHA2,2026-01-31,10,8843.93,Southwest
ORD00440,P0040,RHA3,2025-12-04,7,2119.08,Southwest
ORD00441,P0040,RHA4,2025-11-08,10,5161.7,Southwest
ORD00442,P0040,RHA2,2025-06-12,5,5446.27,Southwest
ORD00443,P0040,SKINPEN,2026-04-23,1,321.55,Southwest
ORD00444,P0040,RHA4,2025-11-21,9,7369.26,Southwest
ORD00445,P0040,DAXXIFY,2025-07-12,3,922.48,Southwest
ORD00446,P0040,SKINPEN,2025-10-24,6,5613.68,Southwest
ORD00447,P0040,RHA_REDENSITY,2026-04-16,1,498.7,Southwest
ORD00448,P0040,RHA_REDENSITY,2025-06-14,8,4419.39,Southwest
ORD00449,P0040,SKINPEN,2026-04-26,5,6845.53,Southwest
ORD00450,P0040,SKINPEN,2025-08-19,1,433.16,Southwest
ORD00451,P0040,DAXXIFY,2025-12-24,4,3852.59,Southwest
ORD00452,P0040,RHA4,2025-06-04,2,1178.12,Southwest
ORD00453,P0041,RHA_REDENSITY,2026-01-31,7,7561.02,Southeast
ORD00454,P0041,RHA3,2025-08-31,7,8276.04,Southeast
ORD00455,P0041,SKINPEN,2026-03-24,2,1702.06,Southeast
ORD00456,P0041,DAXXIFY,2025-12-08,2,1536.43,Southeast
ORD00457,P0041,RHA3,2026-04-26,10,11997.07,Southeast
ORD00458,P0041,RHA4,2025-08-03,6,1431.08,Southeast
ORD00459,P0041,RHA4,2026-01-15,8,3972.64,Southeast
ORD00460,P0041,RHA4,2025-08-24,7,3090.21,Southeast
ORD00461,P0041,SKINPEN,2025-08-08,7,2179.82,Southeast
ORD00462,P0041,RHA3,2025-07-22,4,4508.16,Southeast
ORD00463,P0041,RHA3,2026-04-22,3,2082.0,Southeast
ORD00464,P0041,RHA2,2025-07-14,7,4281.77,Southeast
ORD00465,P0041,DAXXIFY,2026-04-10,1,1425.85,Southeast
ORD00466,P0041,RHA3,2025-10-19,5,1664.5,Southeast
ORD00467,P0041,RHA2,2026-04-20,7,5484.48,Southeast
ORD00468,P0041,RHA_REDENSITY,2025-08-23,7,2339.97,Southeast
ORD00469,P0041,RHA3,2026-04-19,9,2888.85,Southeast
ORD00470,P0041,RHA3,2025-08-01,7,1512.3,Southeast
ORD00471,P0041,RHA4,2025-11-04,2,2284.59,Southeast
ORD00472,P0042,RHA_REDENSITY,2026-01-30,9,3784.12,Midwest
ORD00473,P0042,RHA2,2025-11-21,3,1648.78,Midwest
ORD00474,P0042,RHA4,2026-01-17,3,846.74,Midwest
ORD00475,P0042,RHA3,2025-10-24,7,4127.75,Midwest
ORD00476,P0042,RHA3,2026-04-25,5,7137.44,Midwest
ORD00477,P0042,RHA4,2025-07-18,10,10016.69,Midwest
ORD00478,P0042,DAXXIFY,2025-10-12,3,1788.17,Midwest
ORD00479,P0042,RHA3,2025-11-13,10,6938.57,Midwest
ORD00480,P0042,RHA4,2025-12-17,6,4558.81,Midwest
ORD00481,P0042,RHA_REDENSITY,2025-07-05,3,1771.7,Midwest
ORD00482,P0042,SKINPEN,2025-07-30,4,3290.85,Midwest
ORD00483,P0042,RHA4,2026-03-05,6,3473.3,Midwest
ORD00484,P0042,SKINPEN,2025-06-13,8,11664.74,Midwest
ORD00485,P0042,RHA3,2026-01-30,7,3950.73,Midwest
ORD00486,P0042,RHA3,2025-11-14,2,2823.37,Midwest
ORD00487,P0042,RHA_REDENSITY,2026-02-21,9,3905.15,Midwest
ORD00488,P0042,DAXXIFY,2025-08-26,8,11406.94,Midwest
ORD00489,P0042,RHA4,2026-02-16,5,6403.33,Midwest
ORD00490,P0043,SKINPEN,2025-11-06,8,3047.46,Southeast
ORD00491,P0043,RHA2,2025-12-30,5,5281.31,Southeast
ORD00492,P0043,RHA4,2025-10-30,2,1567.57,Southeast
ORD00493,P0044,RHA_REDENSITY,2025-10-01,7,6262.74,Southwest
ORD00494,P0044,RHA4,2025-06-14,9,2230.15,Southwest
ORD00495,P0044,SKINPEN,2025-12-01,9,8747.69,Southwest
ORD00496,P0044,DAXXIFY,2026-04-21,4,4219.53,Southwest
ORD00497,P0044,RHA2,2025-12-04,10,2575.86,Southwest
ORD00498,P0044,SKINPEN,2025-07-08,7,10197.98,Southwest
ORD00499,P0044,RHA4,2025-12-16,2,427.42,Southwest
ORD00500,P0044,RHA2,2026-01-22,9,10538.18,Southwest
ORD00501,P0044,RHA_REDENSITY,2025-08-22,10,4873.41,Southwest
ORD00502,P0044,RHA4,2025-11-24,8,9632.36,Southwest
ORD00503,P0044,SKINPEN,2025-08-06,9,3563.72,Southwest
ORD00504,P0044,RHA4,2026-05-22,2,1168.12,Southwest
ORD00505,P0044,DAXXIFY,2026-04-21,3,1958.48,Southwest
ORD00506,P0044,RHA4,2025-12-10,4,3509.8,Southwest
ORD00507,P0044,RHA4,2025-12-07,2,1539.23,Southwest
ORD00508,P0044,RHA4,2025-06-12,6,1723.96,Southwest
ORD00509,P0044,SKINPEN,2026-05-12,2,458.72,Southwest
ORD00510,P0044,SKINPEN,2025-12-10,2,2160.56,Southwest
ORD00511,P0044,SKINPEN,2026-03-11,4,3483.17,Southwest
ORD00512,P0044,RHA2,2025-08-25,6,5566.82,Southwest
ORD00513,P0045,RHA4,2026-02-05,3,1326.91,Northeast
ORD00514,P0045,RHA4,2025-07-02,7,1665.65,Northeast
ORD00515,P0045,RHA2,2025-07-24,8,7758.91,Northeast
ORD00516,P0045,DAXXIFY,2025-11-16,4,1870.08,Northeast
ORD00517,P0045,DAXXIFY,2025-06-08,10,3322.78,Northeast
ORD00518,P0045,RHA2,2025-09-02,6,3742.68,Northeast
ORD00519,P0045,DAXXIFY,2025-10-12,5,5359.56,Northeast
ORD00520,P0045,RHA_REDENSITY,2025-09-26,6,5856.37,Northeast
ORD00521,P0045,RHA4,2025-07-26,10,3485.02,Northeast
ORD00522,P0045,RHA4,2025-12-05,10,4242.86,Northeast
ORD00523,P0045,SKINPEN,2025-06-24,5,6971.44,Northeast
ORD00524,P0045,DAXXIFY,2025-08-05,3,1821.42,Northeast
ORD00525,P0045,RHA3,2026-02-01,2,875.92,Northeast
ORD00526,P0045,RHA2,2025-06-13,9,6345.02,Northeast
ORD00527,P0045,RHA2,2025-08-02,10,6988.23,Northeast
ORD00528,P0046,SKINPEN,2025-09-27,9,9913.17,Northeast
ORD00529,P0046,RHA2,2025-07-08,9,3752.33,Northeast
ORD00530,P0046,RHA2,2026-01-07,3,1826.86,Northeast
ORD00531,P0046,RHA_REDENSITY,2025-10-16,1,1325.18,Northeast
ORD00532,P0046,RHA4,2026-05-30,3,1361.0,Northeast
ORD00533,P0046,RHA_REDENSITY,2025-11-19,9,9440.92,Northeast
ORD00534,P0047,RHA4,2025-06-18,7,7862.3,Midwest
ORD00535,P0047,RHA4,2025-10-19,3,922.42,Midwest
ORD00536,P0047,RHA2,2026-05-19,5,1212.52,Midwest
ORD00537,P0047,RHA_REDENSITY,2026-02-08,5,2093.36,Midwest
ORD00538,P0047,RHA_REDENSITY,2025-10-12,8,7317.15,Midwest
ORD00539,P0047,RHA_REDENSITY,2026-04-07,2,1096.51,Midwest
ORD00540,P0047,RHA3,2025-08-29,9,11424.55,Midwest
ORD00541,P0047,SKINPEN,2026-05-13,8,7282.07,Midwest
ORD00542,P0047,DAXXIFY,2025-10-29,4,2348.09,Midwest
ORD00543,P0047,RHA4,2026-05-18,5,3265.75,Midwest
ORD00544,P0047,RHA4,2026-04-20,2,2416.64,Midwest
ORD00545,P0047,RHA2,2026-02-02,10,10958.74,Midwest
ORD00546,P0047,RHA_REDENSITY,2025-06-05,7,2910.43,Midwest
ORD00547,P0047,RHA2,2026-03-24,4,4988.29,Midwest
ORD00548,P0048,RHA_REDENSITY,2025-12-06,5,4879.57,Southwest
ORD00549,P0048,RHA3,2026-03-09,5,2880.67,Southwest
ORD00550,P0048,RHA_REDENSITY,2026-01-18,2,752.53,Southwest
ORD00551,P0048,DAXXIFY,2025-11-05,5,6635.81,Southwest
ORD00552,P0048,SKINPEN,2026-03-31,3,1573.74,Southwest
ORD00553,P0048,RHA3,2025-06-04,4,4759.66,Southwest
ORD00554,P0048,RHA4,2025-06-22,8,3078.58,Southwest
ORD00555,P0048,RHA3,2025-07-15,7,4814.07,Southwest
ORD00556,P0048,SKINPEN,2026-04-26,2,1447.41,Southwest
ORD00557,P0048,SKINPEN,2026-01-12,6,4746.63,Southwest
ORD00558,P0048,RHA3,2025-09-27,10,2032.15,Southwest
ORD00559,P0048,SKINPEN,2026-04-17,8,8202.34,Southwest
ORD00560,P0048,RHA3,2025-06-11,2,2468.76,Southwest
ORD00561,P0048,RHA2,2025-11-12,7,8906.11,Southwest
ORD00562,P0048,RHA3,2025-09-23,6,7661.08,Southwest
ORD00563,P0048,RHA_REDENSITY,2025-12-13,10,3697.73,Southwest
ORD00564,P0048,RHA3,2025-09-28,1,259.73,Southwest
ORD00565,P0048,RHA4,2025-07-18,1,361.51,Southwest
ORD00566,P0048,RHA4,2026-03-15,8,1607.03,Southwest
ORD00567,P0049,SKINPEN,2026-02-20,3,4040.38,West
ORD00568,P0049,RHA2,2025-12-31,5,1606.71,West
ORD00569,P0049,RHA3,2025-12-01,2,1366.79,West
ORD00570,P0049,RHA2,2025-07-06,1,715.24,West
ORD00571,P0049,SKINPEN,2025-12-29,4,3032.0,West
ORD00572,P0049,SKINPEN,2026-04-18,2,402.82,West
ORD00573,P0049,DAXXIFY,2025-10-02,3,2915.35,West
ORD00574,P0049,SKINPEN,2025-09-11,8,1696.58,West
ORD00575,P0049,RHA3,2025-06-12,2,2969.2,West
ORD00576,P0049,SKINPEN,2025-10-30,3,2463.03,West
ORD00577,P0049,RHA4,2026-02-06,2,2299.98,West
ORD00578,P0049,DAXXIFY,2026-04-12,6,4066.98,West
ORD00579,P0049,RHA2,2026-01-01,7,8438.49,West
ORD00580,P0049,SKINPEN,2026-03-27,3,866.81,West
ORD00581,P0050,RHA_REDENSITY,2026-05-30,3,2316.39,West
ORD00582,P0050,SKINPEN,2026-02-14,3,4187.59,West
ORD00583,P0050,SKINPEN,2025-07-23,8,10543.61,West
ORD00584,P0050,DAXXIFY,2026-04-20,3,3534.54,West
ORD00585,P0050,SKINPEN,2025-08-06,7,4598.97,West
ORD00586,P0050,RHA3,2025-10-27,3,1566.37,West
ORD00587,P0050,DAXXIFY,2025-07-08,4,3677.66,West
ORD00588,P0050,SKINPEN,2025-07-31,10,5703.97,West
ORD00589,P0050,DAXXIFY,2025-06-15,5,2335.4,West
ORD00590,P0050,RHA_REDENSITY,2025-07-28,4,4688.79,West
ORD00591,P0050,SKINPEN,2026-01-03,1,1218.94,West
ORD00592,P0050,RHA4,2026-02-01,7,2425.97,West
ORD00593,P0050,SKINPEN,2025-09-21,10,2923.16,West
ORD00594,P0050,RHA3,2026-05-28,6,2229.47,West
ORD00595,P0050,RHA4,2025-08-16,6,5461.58,West
ORD00596,P0050,RHA4,2026-03-07,2,443.39,West
ORD00597,P0050,DAXXIFY,2026-04-30,5,2402.33,West
ORD00598,P0050,RHA4,2026-05-04,9,5151.91,West
ORD00599,P0050,RHA_REDENSITY,2025-06-04,7,5254.53,West
ORD00600,P0051,SKINPEN,2026-04-22,9,8090.57,Northeast
ORD00601,P0051,RHA3,2026-03-17,2,1205.76,Northeast
ORD00602,P0051,RHA2,2025-09-15,3,2691.92,Northeast
ORD00603,P0051,RHA_REDENSITY,2025-11-15,2,1206.44,Northeast
ORD00604,P0051,SKINPEN,2025-10-23,4,1101.11,Northeast
ORD00605,P0051,RHA4,2026-04-20,2,1578.77,Northeast
ORD00606,P0051,DAXXIFY,2025-07-27,5,5329.52,Northeast
ORD00607,P0051,SKINPEN,2025-07-02,3,1065.83,Northeast
ORD00608,P0051,RHA2,2025-06-06,1,412.98,Northeast
ORD00609,P0051,RHA_REDENSITY,2025-12-08,9,10960.95,Northeast
ORD00610,P0051,RHA2,2026-01-22,6,2190.06,Northeast
ORD00611,P0051,SKINPEN,2026-01-17,2,2405.72,Northeast
ORD00612,P0051,RHA3,2026-05-19,7,3875.02,Northeast
ORD00613,P0052,SKINPEN,2026-01-20,10,10157.93,Midwest
ORD00614,P0052,RHA4,2025-09-22,9,6013.45,Midwest
ORD00615,P0052,RHA_REDENSITY,2025-09-21,3,2033.98,Midwest
ORD00616,P0053,RHA_REDENSITY,2026-04-12,2,993.85,Southwest
ORD00617,P0053,DAXXIFY,2025-09-16,1,1316.3,Southwest
ORD00618,P0053,RHA2,2026-05-28,1,813.29,Southwest
ORD00619,P0053,RHA2,2025-11-19,3,4231.52,Southwest
ORD00620,P0053,RHA_REDENSITY,2026-05-16,7,3443.09,Southwest
ORD00621,P0053,RHA4,2026-01-27,6,3315.81,Southwest
ORD00622,P0053,RHA_REDENSITY,2026-04-25,6,2131.33,Southwest
ORD00623,P0053,DAXXIFY,2025-06-24,3,1470.42,Southwest
ORD00624,P0053,DAXXIFY,2025-09-12,7,2027.23,Southwest
ORD00625,P0054,RHA3,2026-01-10,6,1873.81,Midwest
ORD00626,P0054,DAXXIFY,2025-10-13,6,2765.23,Midwest
ORD00627,P0054,RHA3,2025-08-19,10,5153.59,Midwest
ORD00628,P0054,RHA_REDENSITY,2025-11-27,8,11976.99,Midwest
ORD00629,P0054,SKINPEN,2026-02-23,9,10697.64,Midwest
ORD00630,P0054,RHA2,2026-01-29,1,1412.12,Midwest
ORD00631,P0054,RHA2,2026-05-22,9,5853.16,Midwest
ORD00632,P0054,DAXXIFY,2025-06-13,6,1211.4,Midwest
ORD00633,P0054,RHA4,2025-07-02,5,1675.67,Midwest
ORD00634,P0054,RHA2,2025-09-05,7,5877.46,Midwest
ORD00635,P0054,RHA2,2026-05-04,5,1604.67,Midwest
ORD00636,P0054,RHA_REDENSITY,2026-02-05,7,7777.71,Midwest
ORD00637,P0054,RHA4,2025-11-25,2,1910.0,Midwest
ORD00638,P0054,RHA2,2025-09-18,7,2080.96,Midwest
ORD00639,P0054,DAXXIFY,2025-08-17,7,7428.24,Midwest
ORD00640,P0055,RHA3,2026-02-02,5,6530.94,Northeast
ORD00641,P0055,SKINPEN,2025-11-14,6,3680.85,Northeast
ORD00642,P0055,RHA2,2026-01-15,2,2853.24,Northeast
ORD00643,P0055,RHA_REDENSITY,2026-03-26,2,804.07,Northeast
ORD00644,P0055,RHA4,2026-03-11,8,4865.95,Northeast
ORD00645,P0056,RHA3,2025-09-02,4,3149.97,Southwest
ORD00646,P0056,RHA3,2025-10-09,2,635.09,Southwest
ORD00647,P0056,RHA3,2025-06-17,10,2524.29,Southwest
ORD00648,P0056,RHA2,2025-12-18,2,2249.01,Southwest
ORD00649,P0057,RHA_REDENSITY,2025-11-13,1,1080.34,Southeast
ORD00650,P0057,RHA2,2026-01-21,1,1437.73,Southeast
ORD00651,P0057,RHA_REDENSITY,2025-10-15,9,4723.28,Southeast
ORD00652,P0057,DAXXIFY,2025-10-10,3,1073.67,Southeast
ORD00653,P0057,RHA2,2026-05-03,3,1372.72,Southeast
ORD00654,P0057,RHA3,2025-11-10,2,1914.04,Southeast
ORD00655,P0057,DAXXIFY,2026-01-22,1,1496.31,Southeast
ORD00656,P0057,SKINPEN,2026-02-22,8,10016.71,Southeast
ORD00657,P0057,RHA3,2026-04-17,2,511.01,Southeast
ORD00658,P0057,DAXXIFY,2025-10-10,3,4204.11,Southeast
ORD00659,P0057,SKINPEN,2025-10-25,7,5914.75,Southeast
ORD00660,P0057,SKINPEN,2025-11-20,7,2972.55,Southeast
ORD00661,P0058,RHA3,2026-02-28,5,3899.07,Southeast
ORD00662,P0058,DAXXIFY,2026-03-19,10,10049.3,Southeast
ORD00663,P0058,SKINPEN,2026-01-29,5,4242.8,Southeast
ORD00664,P0058,RHA4,2025-08-26,1,314.04,Southeast
ORD00665,P0058,RHA2,2025-11-19,7,3215.07,Southeast
ORD00666,P0058,RHA2,2025-09-07,9,11099.7,Southeast
ORD00667,P0058,SKINPEN,2025-11-20,6,4941.54,Southeast
ORD00668,P0059,RHA_REDENSITY,2025-12-09,9,5562.77,Northeast
ORD00669,P0059,RHA2,2026-01-16,1,614.54,Northeast
ORD00670,P0059,DAXXIFY,2026-02-11,5,1380.84,Northeast
ORD00671,P0059,RHA_REDENSITY,2025-10-05,6,7181.37,Northeast
ORD00672,P0059,RHA2,2026-02-04,2,1044.43,Northeast
ORD00673,P0059,RHA3,2026-01-31,9,11350.54,Northeast
ORD00674,P0059,RHA2,2026-05-06,10,13004.57,Northeast
ORD00675,P0059,RHA3,2025-11-17,3,1286.79,Northeast
ORD00676,P0059,RHA3,2025-08-04,6,8329.04,Northeast
ORD00677,P0059,SKINPEN,2026-05-20,6,8590.96,Northeast
ORD00678,P0059,RHA2,2025-08-19,10,14328.79,Northeast
ORD00679,P0059,RHA_REDENSITY,2025-09-24,5,2141.12,Northeast
ORD00680,P0059,DAXXIFY,2026-05-15,1,502.41,Northeast
ORD00681,P0059,DAXXIFY,2026-02-11,9,7392.47,Northeast
ORD00682,P0059,RHA_REDENSITY,2025-12-16,4,4993.52,Northeast
ORD00683,P0059,SKINPEN,2025-12-11,3,4183.25,Northeast
ORD00684,P0060,DAXXIFY,2026-05-04,3,2887.78,West
ORD00685,P0060,DAXXIFY,2026-03-23,9,11869.83,West
ORD00686,P0060,RHA3,2026-04-27,7,6732.75,West
ORD00687,P0060,RHA3,2025-12-13,6,2264.32,West
ORD00688,P0060,SKINPEN,2026-03-15,7,8605.77,West
ORD00689,P0060,SKINPEN,2025-09-27,6,2558.78,West
ORD00690,P0060,SKINPEN,2025-08-20,10,12230.89,West
ORD00691,P0060,SKINPEN,2026-02-09,10,12587.91,West
ORD00692,P0060,RHA3,2025-11-22,5,1827.76,West
ORD00693,P0060,SKINPEN,2026-06-03,10,7090.82,West
ORD00694,P0060,DAXXIFY,2025-08-17,3,2949.32,West
ORD00695,P0061,SKINPEN,2026-02-10,10,3353.43,Southwest
ORD00696,P0061,RHA2,2025-09-22,6,7013.68,Southwest
ORD00697,P0061,RHA3,2026-02-02,6,2509.52,Southwest
ORD00698,P0061,SKINPEN,2026-04-19,6,4683.71,Southwest
ORD00699,P0061,RHA2,2026-01-19,4,4404.52,Southwest
ORD00700,P0061,RHA3,2025-12-06,2,2273.08,Southwest
ORD00701,P0061,RHA4,2026-05-10,8,9218.88,Southwest
ORD00702,P0061,RHA4,2026-03-10,8,10770.41,Southwest
ORD00703,P0061,RHA_REDENSITY,2025-12-06,7,2323.0,Southwest
ORD00704,P0061,RHA_REDENSITY,2025-10-01,4,1645.81,Southwest
ORD00705,P0061,DAXXIFY,2026-04-27,5,1130.51,Southwest
ORD00706,P0061,DAXXIFY,2026-01-21,2,1288.7,Southwest
ORD00707,P0061,RHA2,2025-11-23,2,1822.32,Southwest
ORD00708,P0061,RHA3,2026-04-17,10,14808.59,Southwest
ORD00709,P0061,SKINPEN,2025-09-29,1,760.72,Southwest
ORD00710,P0061,RHA2,2025-07-04,10,13566.79,Southwest
ORD00711,P0061,DAXXIFY,2026-03-15,2,1260.85,Southwest
ORD00712,P0061,RHA4,2026-02-26,9,10247.85,Southwest
ORD00713,P0061,RHA3,2025-08-31,5,2933.1,Southwest
ORD00714,P0061,DAXXIFY,2026-04-15,7,6603.11,Southwest
ORD00715,P0062,DAXXIFY,2026-03-17,6,1229.76,Southeast
ORD00716,P0062,RHA3,2026-04-20,10,8244.27,Southeast
ORD00717,P0062,DAXXIFY,2026-04-15,4,1688.33,Southeast
ORD00718,P0062,DAXXIFY,2026-01-05,8,10375.2,Southeast
ORD00719,P0062,RHA4,2025-12-28,8,6686.61,Southeast
ORD00720,P0062,RHA3,2025-06-30,2,2068.85,Southeast
ORD00721,P0062,RHA2,2025-11-17,6,8106.84,Southeast
ORD00722,P0062,RHA2,2025-11-26,8,2064.02,Southeast
ORD00723,P0062,RHA4,2025-10-21,5,2470.57,Southeast
ORD00724,P0062,RHA_REDENSITY,2026-01-17,1,396.47,Southeast
ORD00725,P0062,SKINPEN,2025-06-12,2,622.84,Southeast
ORD00726,P0062,RHA_REDENSITY,2025-12-09,7,10233.42,Southeast
ORD00727,P0062,RHA2,2025-08-06,9,2513.51,Southeast
ORD00728,P0062,RHA_REDENSITY,2025-11-17,7,10187.21,Southeast
ORD00729,P0062,RHA4,2025-06-17,10,13461.5,Southeast
ORD00730,P0062,RHA3,2025-10-03,2,1426.49,Southeast
ORD00731,P0063,RHA_REDENSITY,2025-09-19,9,11165.27,Northeast
ORD00732,P0063,RHA_REDENSITY,2025-06-22,3,1069.1,Northeast
ORD00733,P0064,RHA2,2026-03-07,4,5004.0,Southwest
ORD00734,P0064,DAXXIFY,2026-03-31,7,2113.15,Southwest
ORD00735,P0064,RHA4,2025-06-19,4,5985.8,Southwest
ORD00736,P0064,RHA2,2025-07-17,10,5352.52,Southwest
ORD00737,P0064,DAXXIFY,2026-04-30,7,6462.91,Southwest
ORD00738,P0064,RHA3,2025-08-25,5,4377.97,Southwest
ORD00739,P0064,SKINPEN,2026-05-28,10,9638.49,Southwest
ORD00740,P0064,DAXXIFY,2025-11-01,7,2761.75,Southwest
ORD00741,P0064,RHA_REDENSITY,2025-08-17,10,11858.91,Southwest
ORD00742,P0064,DAXXIFY,2026-04-13,10,12134.08,Southwest
ORD00743,P0064,RHA_REDENSITY,2026-01-08,6,8047.57,Southwest
ORD00744,P0064,RHA4,2026-01-19,8,7549.04,Southwest
ORD00745,P0064,DAXXIFY,2025-10-04,3,1674.12,Southwest
ORD00746,P0064,RHA_REDENSITY,2026-03-22,10,10850.57,Southwest
ORD00747,P0064,DAXXIFY,2025-11-10,7,9495.13,Southwest
ORD00748,P0065,RHA2,2025-06-15,1,1169.47,Northeast
ORD00749,P0065,RHA3,2026-01-17,1,639.23,Northeast
ORD00750,P0065,RHA3,2025-12-30,5,6478.5,Northeast
ORD00751,P0065,SKINPEN,2025-06-12,2,2928.49,Northeast
ORD00752,P0065,RHA2,2026-02-07,5,7332.43,Northeast
ORD00753,P0065,RHA3,2025-10-20,5,5737.2,Northeast
ORD00754,P0065,SKINPEN,2025-07-29,2,888.63,Northeast
ORD00755,P0065,RHA4,2026-02-15,8,9498.73,Northeast
ORD00756,P0065,DAXXIFY,2025-11-24,9,11060.44,Northeast
ORD00757,P0065,RHA3,2026-05-01,9,6519.61,Northeast
ORD00758,P0065,RHA_REDENSITY,2025-09-08,1,425.86,Northeast
ORD00759,P0066,RHA2,2026-05-05,1,793.38,Southeast
ORD00760,P0066,SKINPEN,2025-12-01,4,2224.68,Southeast
ORD00761,P0066,RHA_REDENSITY,2025-10-09,7,7182.23,Southeast
ORD00762,P0066,SKINPEN,2026-04-01,1,514.52,Southeast
ORD00763,P0066,RHA_REDENSITY,2025-09-26,8,3446.87,Southeast
ORD00764,P0066,RHA_REDENSITY,2025-10-04,9,5892.19,Southeast
ORD00765,P0066,RHA3,2026-03-12,2,1141.18,Southeast
ORD00766,P0067,RHA2,2026-05-09,10,12137.79,Southwest
ORD00767,P0067,RHA2,2026-02-14,4,4324.02,Southwest
ORD00768,P0067,SKINPEN,2026-01-17,7,6070.86,Southwest
ORD00769,P0067,DAXXIFY,2025-06-19,8,11079.76,Southwest
ORD00770,P0067,RHA2,2025-07-07,10,12411.24,Southwest
ORD00771,P0067,RHA3,2026-02-09,10,12466.11,Southwest
ORD00772,P0067,SKINPEN,2025-12-29,5,3754.74,Southwest
ORD00773,P0067,RHA3,2025-11-23,8,4220.79,Southwest
ORD00774,P0067,RHA3,2025-10-08,9,11444.44,Southwest
ORD00775,P0067,RHA_REDENSITY,2025-11-12,2,419.1,Southwest
ORD00776,P0067,RHA3,2025-06-29,9,9373.9,Southwest
ORD00777,P0067,RHA3,2025-07-27,5,5448.69,Southwest
ORD00778,P0067,DAXXIFY,2025-09-30,6,8909.22,Southwest
ORD00779,P0068,RHA3,2026-01-13,5,2224.34,West
ORD00780,P0068,RHA2,2025-09-12,1,1247.06,West
ORD00781,P0068,RHA4,2025-07-31,6,6509.89,West
ORD00782,P0068,SKINPEN,2026-05-21,8,11973.68,West
ORD00783,P0068,RHA4,2026-01-22,7,4933.3,West
ORD00784,P0068,RHA_REDENSITY,2026-05-16,10,12608.19,West
ORD00785,P0068,SKINPEN,2025-12-10,4,4368.85,West
ORD00786,P0068,RHA4,2025-07-12,6,5157.06,West
ORD00787,P0068,SKINPEN,2026-03-08,9,3919.29,West
ORD00788,P0068,RHA4,2026-04-15,3,3489.58,West
ORD00789,P0068,RHA2,2025-08-21,6,6304.59,West
ORD00790,P0069,RHA2,2025-12-04,5,3733.07,Midwest
